product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,energy_points,sugars_points,saturated_fat_points,salt_points,fruits_points,fiber_points,proteins_points,total_negative_points,total_positive_points,total_score,nutriscore_grade
Hibiscus Ginger Beer,29.53586498,7.172995781,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
Soco Ginger Beer Honey Orange,33.75527426,8.438818565,0.0,0.0,0.0,0.0,0.0,5,6,0,0,0,0,0,11,0,11,D
"Elixia, Sparkling French Lemonade",29.0,7.08,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
"Elixia, Sparkling French Lemonade, Wild Strawberry",29.0,7.08,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
"Elixia, Sparkling French Lemonade, Morello Cherry",29.0,7.08,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
Original birch beer,45.0,11.27,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Ginger Ale,150.0,36.0,0.0,0.0,5.05,0.0,0.0,10,10,0,0,0,0,0,20,0,20,E
"Cane Sugar Soda, Orange",52.9,12.9,0.0,0.0698,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Cane Sugar Soda, Cr",45.0,11.27,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Cane sugar soda, root beer",48.0,11.83,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Ginger beer,44.0,11.49,0.0,0.0175,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Boylan bottling co, cane sugar soda, cane cola, cane cola",45.0,11.55,0.0,0.0,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Sparkling Lemonade Cane Sugar,42.25352113,10.14084507,0.0,0.056338028,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Shirley Temple Soda,51.0,12.11,0.0,0.02,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Shirley temple soda,51.0,12.11,0.0,0.02,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Tonic,41.0,10.14,0.0,0.02,5.07,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Tonic,41.0,10.14,0.0,0.02,5.07,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Coffee beverage,419.0,61.29,6.45,0.525,0.0,0.0,12.9,10,10,6,5,0,0,5,31,5,26,E
Sweetened iced coffee,393.0,85.71,0.0,0.0,0.0,0.0,3.57,10,10,0,0,0,0,2,20,2,18,D
"Chai vanilla caramel latte black tea concentrate, vanilla caramel latte",56.0,13.33,0.0,0.0075,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Chai skinny latte black tea concentrate, skinny latte",33.0,7.22,0.0,0.0075,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
"Caffeine-free iced passion herbal tea concentrate, iced passion",17.0,4.44,0.0,0.015,1.819125,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Black Tea Concentrate, Iced Sangria Black",17.0,4.17,0.0,0.01,7.116376953,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Iced mango black tea,29.0,6.67,0.0,0.02,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
Classic latte,58.0,13.33,0.0,0.01,0.0,0.8,0.0,9,9,0,0,0,1,0,18,1,17,D
"Tazo, black tea concentrate, chocolate latte",75.0,16.67,0.0,0.01,0.0,0.8,0.83,10,10,0,0,0,1,0,20,1,19,E
Organic Strawberry Lemonade,47.0,10.22,0.0,0.0075,28.125,0.2,0.0,7,7,0,0,0,0,0,14,0,14,D
Organic Strawberry Lemonade,46.0,10.15,0.0,0.0075,0.0,0.3,0.0,7,7,0,0,0,0,0,14,0,14,D
"Organic lemonand ginger juice drink, spicy lemonade, spicy, lemon and ginger",17.0,3.75,0.0,0.005,20.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Organic ginger limeade,46.0,9.17,0.0,0.005,17.085,0.0,0.0,7,7,0,0,0,0,0,14,0,14,D
"Evolution fresh, organic fruit juice drink, lemonade",42.0,10.0,0.0,0.005,15.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Evolution fresh, cold-pressed fruit juice drink, strawberry lemonade",50.0,12.08,0.0,0.015,28.125,0.0,0.42,7,9,0,0,0,0,0,16,0,16,D
Kombucha sparkling probiotic tea,19.0,2.92,0.0,0.0,25.0,0.0,0.0,3,2,0,0,0,0,0,5,0,5,C
Organic sparkling probiotic tea,19.0,2.92,0.0,0.005,18.75,0.0,0.0,3,2,0,0,0,0,0,5,0,5,C
Spicy greens matcha & green tea organic kombucha,17.0,1.25,0.0,0.0,23.4375,0.0,0.0,3,1,0,0,0,0,0,4,0,4,C
"Organic kombucha pu'erh black tea, sparkling probiotic tea",17.0,2.08,0.0,0.005,25.0,0.0,0.0,3,2,0,0,0,0,0,5,0,5,C
Organic kombucha,19.0,2.5,0.0,0.01,6.25,0.0,0.0,3,2,0,0,0,0,0,5,0,5,C
Organic kombucha yerba mate sparkling probiotic tea,19.0,2.92,0.0,0.0,18.75,0.0,0.0,3,2,0,0,0,0,0,5,0,5,C
Tropical hibiscus cooler,22.0,5.23,0.0,0.005,80.0,0.0,0.31,4,4,0,0,4,0,0,8,4,4,C
"Tropical hibiscus watermelon, pineapple, orange, lemon juice & herbal tea drink, tropical hibiscus",22.0,4.92,0.0,0.005,80.0,0.3,0.31,4,4,0,0,4,0,0,8,4,4,C
Fruit & vegetable juice smoothie,52.0,8.31,0.46,0.0425,71.06370192,0.0,0.92,8,6,0,0,4,0,0,14,4,10,C
Fruit juice smoothie,58.0,9.23,0.46,0.1075,85.12834821,0.9,1.23,9,7,0,1,10,1,0,17,11,6,C
Fruit & vegetable juice smoothie,65.0,8.31,0.62,0.0425,71.44012451,1.8,4.0,10,6,0,0,4,2,2,16,8,8,C
Cold-Pressed Organic Vegetable And Fruit Juice Drink,19.0,4.17,0.0,0.0425,38.88888889,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Freez Blue Hawai,24.0,6.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0,0,9,0,9,C
Organic wild child vitamin infused water beverage,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
Very Berry Strawberry Whole Milk,104.1666667,12.91666667,2.5,0.177083333,17.5,0.0,3.75,10,9,2,1,0,0,2,22,2,20,E
"Sunshine, energy drink, clementine twist",24.0,6.0,0.0,0.035,0.0,0.0,0.0,4,5,0,0,0,0,0,9,0,9,C
Good energy clementine twist,24.0,6.0,0.0,0.035,0.0,0.0,0.0,4,5,0,0,0,0,0,9,0,9,C
Boxcar berry,15.0,0.88,0.0,0.0725,38.88888889,0.0,0.0,3,1,0,0,0,0,0,4,0,4,C
"Pure planet, phyto carrots",500.0,28.57,14.29,0.1775,66.66666667,0.0,14.29,10,10,10,1,4,0,5,31,9,22,E
"Tropi Juice, Hibiscus",42.0,9.58,0.0,0.01,0.0,0.8,0.0,6,7,0,0,0,1,0,13,1,12,D
Grape flavoured soft drink,38.0,9.58,0.0,0.03,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Ginger Beer,53.33333333,13.83333333,0.0,0.011666667,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Boom,36.25,8.75,0.0,0.1265625,0.0,0.0,0.0,6,6,0,1,0,0,0,13,0,13,D
Soft drink,53.0,13.75,0.0,0.03,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
"Bigga, Jamaica Kola Soft Drink",54.0,13.33,0.0,0.03,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Bigga, Ginger Beer, Flavoured Soft Drink",54.0,13.33,0.0,0.03,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Apple Cider,53.0,11.4,0.0,0.0275,0.0,0.0,0.0,8,8,0,0,0,0,0,16,0,16,D
Sweet Apple Cider Juice,53.0,11.4,0.0,0.0275,100.0,0.0,0.0,8,8,0,0,10,0,0,16,10,6,C
Organic Aloe Vera Fillet Juice No Water Added,4.237288136,0.0,0.0,0.105932203,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,B
Yuzu Citrus Sparkling Water,41.66666667,0.0,0.0,1.145833333,0.0,0.0,0.0,6,0,0,10,0,0,0,16,0,16,D
Pine trail pale ale,18.0,1.8,0.1,0.1,0.0,0.0,0.5,3,2,0,1,0,0,0,6,0,6,C
Lowfat Sweetened Drinkable Yogurt,85.0,14.41,0.85,0.09144,0.0,0.0,2.54,10,10,0,1,0,0,1,21,1,20,E
Pina Colada,16.90141,11.0,0.0,50.0,0.0,0.0,0.0,3,8,0,10,0,0,0,21,0,21,E
Lemonade,400.0,94.29,0.0,0.14478,0.0,0.0,0.0,10,10,0,1,0,0,0,21,0,21,E
Iced coffee caramel macchiato,82.4,8.4,2.6,0.176,0.0,0.2,2.92,10,6,2,1,0,0,1,19,1,18,D
"Sunkist, flavored soda, orange",45.0,12.22,0.0,0.05,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Cream Soda,54.0,13.24,0.0,0.035,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Soda,42.0,10.42,0.0,0.0325,10.315,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Black Cherry Pop Soda,42.0,10.42,0.0,0.0325,10.315,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Cola,39.0,9.86,0.0,0.0325,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Root beer,3.0,0.56,0.0,0.0575,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
Wellness tea,83.33333333,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,10,0,10,C
Ninja turtles soda,45.0,11.27,0.0,0.0425,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"7up, soda, stevia leaf extract & real sugar",18.0,4.05,0.0,0.0275,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Canada dry, ginger ale, naturally sweetened",18.0,4.05,0.0,0.0725,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Dr pepper, naturally sweetened soda",18.0,4.05,0.0,0.045,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Citrus grapefruit soda thirst quencher,3.0,0.56,0.0,0.0375,11.36363636,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
dr pepper glass bottles,44.24778761,11.50442478,0.0,0.044247788,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Dr pepper, soda made with sugar",41.0,10.86,0.0,0.04,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Blackberry ginger ale,41.17647059,10.58823529,0.0,0.036764706,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Canada Dry Ginger Ale imp,36.6,9.3,0.0,0.0352,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Canada Dry Club Soda - 6 PK,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,10,0,10,C
Canada Dry,37.16216216,9.797297297,0.0,0.033783784,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Oowee lemonade fruit punch,304.0,73.0,0.0,0.1375,0.0,0.0,0.0,10,10,0,1,0,0,0,21,0,21,E
Caffeine free ginger ale,37.0,9.8,0.0,0.0375,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Yowanai lemon sparkling,37.14285714,7.771428571,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,0,12,0,12,D
7-UP,40.724,10.8597,0.0,0.0282805,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Squirt,39.4366,10.7042,0.0,0.03521125,11.11111111,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Root Beer,48.0,46.0,0.0,0.059859155,0.0,0.0,0.0,7,10,0,0,0,0,0,17,0,17,D
Thirst quencher naturally flavored citrus soda,42.0,10.42,0.0,0.0375,11.11111111,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Me and My RC,45.07042254,12.11267606,0.0,0.028169014,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Root beer,45.24886878,12.21719457,0.0,0.056561086,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Canada Dry,35.1958,9.6788,0.0,0.032996,0.0,0.0,0.0,5,7,0,0,0,0,0,12,0,12,D
"Royal crown, cola",45.0,11.76,0.0,0.0275,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Dr Pepper 7.5oz,41.0,10.85972851,0.0,0.03959276,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Diet Dr Pepper,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,0,10,0,0,0,10,0,10,C
Squirt caffeine free - Grapefruit Soda,40.7239819,10.85972851,0.0,0.033936652,11.11111111,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Orange soda,45.0,12.22,0.0,0.05,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Roasted coffee + milk,58.0,10.42,0.42,0.095,0.0,0.0,2.08,9,7,0,1,0,0,1,17,1,16,D
Roasted Coffee + Milk Drink,58.0,10.42,0.42,0.095,0.0,0.0,2.08,9,7,0,1,0,0,1,17,1,16,D
"Madrina's, Cafe Mocha, Roasted Coffee + Milk",58.0,10.42,0.42,0.095,0.0,0.0,2.08,9,7,0,1,0,0,1,17,1,16,D
Cold brew organic coffee,6.0,0.42,0.0,0.0625,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
"Cold brew coffee, bold",25.0,4.58,0.0,0.0625,0.0,0.0,0.42,4,4,0,0,0,0,0,8,0,8,C
Soda De Dieta Root Beer,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,B
Cream Soda,47.9,13.0,0.0,0.0493,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Ginger ale and lemonade,39.43661972,10.14084507,0.0,0.035211268,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Sunkist, orange soda",46.0,12.08,0.0,0.0475,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Sunkist Orange Soda,160.0,44.0,0.0,0.0,0.0,0.0,0.0,10,10,0,0,0,0,0,20,0,20,E
Diet Tonic Water,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0,0,0,10,0,0,0,10,0,10,C
Ginger Ale,100.0,30.0,0.0,0.1,0.0,0.0,0.0,10,10,0,1,0,0,0,21,0,21,E
Tonic Water,379.3103448,100.0,0.0,0.344827586,0.0,0.0,0.0,10,10,0,3,0,0,0,23,0,23,E
Strawberry lemonade,160.0,43.0,0.0,0.15,0.0,0.0,0.0,10,10,0,1,0,0,0,21,0,21,E
dr pepper,26.85421995,7.033248082,0.0,0.025575448,0.0,0.0,0.0,4,5,0,0,0,0,0,9,0,9,C
Hawaiian Punch Fruit Juicy Red,17.63699536,4.703198763,0.0,0.110231221,17.5,0.0,0.0,3,4,0,1,0,0,0,8,0,8,C
Canada Dry Black Cherry seltzer water,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,10,0,10,C
Coca,210.0,53.0,0.0,2.0,0.0,0.0,0.0,10,10,0,10,0,0,0,30,0,30,E
7-up Soda Cherry,39.0,10.7,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Cold brew coffee,54.0,6.76,0.84,0.1175,0.0,0.0,2.36,8,5,0,1,0,0,1,14,1,13,D
Baridi coffee cold brew,54.0,6.98,0.95,0.12,0.0,0.3,2.54,8,5,0,1,0,0,1,14,1,13,D
Baridi coffee cold brew,51.0,7.62,0.79,0.12,0.0,0.3,1.59,8,6,0,1,0,0,0,15,0,15,D
Baridi coffee cold brew,38.0,6.03,0.0,0.1275,8.3015625,0.3,0.63,6,5,0,1,0,0,0,12,0,12,D
Baridi coffee cold brew,16.0,3.17,0.0,0.0075,0.0,0.0,0.32,3,3,0,0,0,0,0,6,0,6,C
Baridi coffee cold brew,57.0,9.84,0.79,0.1425,0.0,0.3,0.95,8,7,0,1,0,0,0,16,0,16,D
"True iced espresso, vanilla latte",54.0,7.08,1.04,0.0875,0.0,0.1,2.5,8,5,1,0,0,0,1,14,1,13,D
Black and white true iced espresso,42.0,4.17,0.83,0.0825,0.0,0.0,2.08,6,3,0,0,0,0,1,9,1,8,C
"Coffee, caramel macchiato",54.0,7.08,1.04,0.0875,0.0,0.1,2.5,8,5,1,0,0,0,1,14,1,13,D
True iced espresso,54.0,7.08,1.04,0.095,0.0,0.4,2.5,8,5,1,1,0,0,1,15,1,14,D
"Glaceau, vitamin water zero go-go mixed berry",0.0,0.17,0.0,0.0,1.116071429,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
xxx açai-blueberry-pomegranate,0.0,4.4,0.0,0.0,0.001441108,0.0,0.0,0,3,0,0,0,0,0,3,0,3,C
"Glaceau, vitamin water, sparkling energy beverage, strawberry, lime",15.0,3.82,0.0,0.0,3.82,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Glaceau, vitamin water, sparkling energy beverage, berry punch, berry punch",15.0,3.82,0.0,0.0,3.82,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Energy drink, orange mango",15.0,3.82,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Nutrient enhanced iced tea beverage,20.0,5.33,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Nutrient enhanced water beverage,19.0,5.28,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Power-C Dragonfruit flavored,16.92047377,4.568527919,0.0,0.0,2.284263959,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Essential electrolyte enhanced water w vitamins,16.92047377,4.568527919,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Kiwi-Strawberry,16.92047377,4.399323181,0.0,0.0,1.666666667,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Glaceau vitamin water revive fruit punch,16.92047377,4.399323181,0.0,0.0,4.399323181,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Glaceau vitaminwater, nutrient enhanced water beverage, grape, grape",20.0,5.41,0.0,0.0,5.41,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Acai-Blueberry-Pomegranate,16.92047377,4.399323181,0.0,0.0,0.060738378,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
"Glaceau smartwater, vapor distilled water",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
Tropical Citrus Nutrient Enhanced Water Beverage,20.3,5.41,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
Orange Vitamin Enhanced Water Beverage,22.0,5.41,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
Lemonade Nutrient Enhanced Water Beverage,22.0,5.41,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
Acai Blueberry Pomegranate Nutrient Enhanced Water Beverage,22.0,5.41,0.0,0.0,8.121827411,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
Dragonfruit Nutrient Enhanced Water Beverage,22.0,5.41,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
"Gray brewing, belfast ginger non-alcoholic beer",41.0,10.14,0.0,0.0275,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Super hydration sports drink,20.0,3.89,0.0,0.0475,1.945,0.2,0.0,3,3,0,0,0,0,0,6,0,6,C
"Original vanilla meal replacement protein powder, original vanilla",361.0,2.78,1.39,1.3,0.0,1.4,48.61,10,2,1,10,0,1,5,23,6,17,D
Whey protein powder,400.0,6.67,3.33,0.4575,0.0,0.0,73.33,10,5,3,5,0,0,5,23,5,18,D
Whey protein powder,394.0,6.06,3.03,1.3625,0.0,3.0,66.67,10,5,3,10,0,4,5,28,9,19,E
"Super hydration sports drink, lemon lime",20.0,3.89,0.0,0.0475,1.945,0.2,0.0,3,3,0,0,0,0,0,6,0,6,C
"Super hydration sports drink, orange mango",20.0,3.89,0.0,0.0475,1.945,0.2,0.0,3,3,0,0,0,0,0,6,0,6,C
Super hydration sports drink,20.0,3.89,0.0,0.0475,3.89,0.2,0.0,3,3,0,0,0,0,0,6,0,6,C
"Super hydration sports drink, tropical punch",20.0,3.89,0.0,0.0475,1.945,0.2,0.0,3,3,0,0,0,0,0,6,0,6,C
Fresh squeezed lemonade,50.0,12.92,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Water kefir,50.0,2.7,0.0,0.004,0.0,0.0,0.1,7,2,0,0,0,0,0,9,0,9,C
"Southern Teaz, Cinnamon Apple Cider Tea",58.0,12.92,0.0,0.0,10.0,0.0,0.0,9,9,0,0,0,0,0,18,0,18,D
Strawberry Milk,97.45762712,12.28813559,2.118644068,0.148305085,0.0,0.423728814,3.389830508,10,9,2,1,0,0,2,22,2,20,E
Apple pie tea,15.0,3.8,0.0,0.0075,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Berry season tea,15.0,3.8,0.0,0.0075,0.0,0.0,0.0,3,3,0,0,0,0,0,6,0,6,C
Grape Soda,45.07042254,12.11267606,0.0,0.045774648,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Montmorency,54.0,11.25,0.0,0.02,16.66666667,0.0,1.25,8,8,0,0,0,0,0,16,0,16,D
Vernors,39.4,10.7,0.0,0.0358,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Chocolate milk,83.3,10.0,2.08,0.219,0.0,0.417,3.33,10,7,2,2,0,0,2,21,2,19,E
"Dr pepper, soda",41.0,10.86,0.0,0.04,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
10 bold tasting calories,94.0,18.75,0.0,0.0425,0.0,0.0,0.0,10,10,0,0,0,0,0,20,0,20,E
"Jarrow formulas, whey protein powder, french vanilla, french vanilla",404.0,15.38,3.85,0.385,0.0,3.8,65.38,10,10,3,4,0,5,5,27,10,17,D
"Jarrow formulas, whey protein powder, chocolate, chocolate",389.0,14.81,3.7,0.37,0.0,3.7,62.96,10,10,3,4,0,5,5,27,10,17,D
"Jarrow formulas, 100% natural whey protein powder, unflavored, unflavored",409.0,4.35,4.35,0.435,0.0,0.0,78.26,10,3,4,4,0,0,5,21,5,16,D
"Jarrow formulas, 100% natural whey protein powder, french vanilla, french vanilla",404.0,15.38,3.85,0.385,0.0,3.8,65.38,10,10,3,4,0,5,5,27,10,17,D
Organic tart cherry juice tonic with turmeric ginger,100.0,16.66666667,0.0,0.0,0.0,0.0,0.0,10,10,0,0,0,0,0,20,0,20,E
Complete protein shakes,52.0,1.21,0.15,0.1825,0.0,1.5,6.06,8,1,0,2,0,2,3,11,5,6,C
Complete protein shakes,52.0,1.21,0.15,0.1525,0.0,1.5,6.06,8,1,0,1,0,2,3,10,5,5,C
Original maximize muscle gain shake,60.0,0.4,0.2,0.185,0.0,0.2,8.4,9,1,0,2,0,0,5,12,5,7,C
Shake,60.0,0.4,0.3,0.17,0.0,0.6,8.4,9,1,0,1,0,0,5,11,5,6,C
Original build muscle,60.0,0.2,0.2,0.215,0.0,0.2,8.4,9,1,0,2,0,0,5,12,5,7,C
"Eas, myoplex, shakes, french vanilla, french vanilla",60.0,0.2,0.2,0.29,0.0,0.2,8.4,9,1,0,3,0,0,5,13,5,8,C
Complete protein shake,52.0,1.21,0.15,0.205,0.0,1.5,6.06,8,1,0,2,0,2,3,11,5,6,C
Complete protein shakes,52.0,1.21,0.15,0.205,0.0,1.5,6.06,8,1,0,2,0,2,3,11,5,6,C
"Pure whey protein powder, vanilla",381.0,4.76,3.57,0.9525,0.0,2.4,71.43,10,4,3,10,0,3,5,27,8,19,E
Protein Powder,409.0909091,38.63636364,0.0,1.136363636,0.0,2.272727273,45.45454545,10,10,0,10,0,3,5,30,8,22,E
Carb control shakes,30.0,0.0,0.15,0.34,0.0,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
"Abbott, eas, advant edge pure milk protein shake, deluxe dark chocolate",31.0,0.0,0.0,0.1775,1.432291667,0.6,4.62,5,0,0,1,0,0,2,6,2,4,C
"Abbott, eas, advantedge carb control shakes, cafe caramel",33.0,0.0,0.15,0.325,0.0,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
Protein powder,371.0,24.29,1.43,0.6425,0.0,0.0,28.57,10,10,1,7,0,0,5,28,5,23,E
Protein powder,333.0,13.33,1.67,1.75,0.0,16.7,50.0,10,9,1,10,0,5,5,30,10,20,E
Protein powder,333.0,13.33,1.67,1.4175,0.0,16.7,50.0,10,9,1,10,0,5,5,30,10,20,E
Lean 15 protein powder,333.0,3.7,0.0,1.575,0.0,18.5,55.56,10,3,0,10,0,5,5,23,10,13,D
Carb control,30.0,0.0,0.3,0.325,0.725446429,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
Protein powder,356.0,15.81,0.0,2.3725,4.536382614,19.8,39.53,10,10,0,10,0,5,5,30,10,20,E
Protein powder,378.0,4.2,1.2,0.345,0.0,1.5,15.62,10,3,1,3,0,2,5,17,7,10,C
Protein powder,417.0,5.56,2.78,1.18,0.0,2.8,55.56,10,4,2,10,0,3,5,26,8,18,D
Protein Powder,333.3333333,3.703703704,0.0,1.574074074,0.0,18.51851852,55.55555556,10,3,0,10,0,5,5,23,10,13,D
Protein powder,333.0,3.7,0.0,1.575,0.0,18.5,55.56,10,3,0,10,0,5,5,23,10,13,D
Pure whey protein powder,384.0,11.29,3.39,1.015,0.0,0.0,67.72,10,8,3,10,0,0,5,31,5,26,E
"100% whey protein powder, chocolate",388.0,4.08,2.04,1.02,0.0,2.0,61.22,10,3,2,10,0,2,5,25,7,18,D
"Carb control shake, french vanilla",30.0,0.0,0.15,0.34,0.0,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
Carb control shakes,30.0,0.0,0.3,0.325,0.0,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
100% whey+ protein powder,385.0,5.13,2.56,1.09,0.0,2.6,66.67,10,4,2,10,0,3,5,26,8,18,D
100% whey protein powder,385.0,5.13,2.56,1.09,0.0,2.6,66.67,10,4,2,10,0,3,5,26,8,18,D
Whey casein protein powder,364.0,18.18,1.52,1.06,0.0,3.0,60.61,10,10,1,10,0,4,5,31,9,22,E
Whey + casein protein powder,364.0,18.18,1.52,1.06,0.0,3.0,60.61,10,10,1,10,0,4,5,31,9,22,E
"Pure whey protein shake, vanilla, vanilla",52.0,0.31,0.31,0.23,0.0,0.3,9.23,8,1,0,2,0,0,5,11,5,6,C
Pure whey protein shake,52.0,0.31,0.31,0.23,0.045955882,0.3,9.23,8,1,0,2,0,0,5,11,5,6,C
Pure whey protein shake,55.0,0.31,0.31,0.285,0.181361607,0.3,9.23,8,1,0,3,0,0,5,12,5,7,C
"Pure whey protein shake, strawberry, strawberry",52.0,0.31,0.31,0.23,0.0,0.3,9.23,8,1,0,2,0,0,5,11,5,6,C
"French vanilla advantedge carb control shakes, french vanilla",30.0,0.0,0.3,0.34,4.53e-08,0.3,5.15,5,0,0,3,0,0,3,8,3,5,C
