product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,nutriscore_grade
Vanilla Bean Vegan All-In-One Protein Shake,66.666666666667,3.030303030303,0.3030303030303,0.16666666666667,0.0626671122994722,0.3030303030303,4.8484848484848,e
Meal replacement creamy chocolate fudge organic,403.50877192982,3.5087719298246,1.7543859649123,1.3157894736842,0.0086167279411739,14.0,35.087719298246,e
Organic plant based meal replacement powder vanilla bean,403.50877192982,3.5087719298246,1.7543859649123,0.92105263157895,0.0295257568359375,14.0,35.087719298246,e
"Orgain, organic protein nutritional shake",45.0,0.3,0.15,0.1975,0.0,0.3,7.58,c
"Organic nutritional shake, vanilla",81.0,5.25,0.2,0.085,0.0,1.2,3.23,e
Plant based protein powder,326.0,2.17,0.0,0.9775,0.0,10.9,43.48,e
Creamy chocolate fudge plant based protein powder,326.0,0.0,2.17,1.58,0.0,4.35,45.7,e
"Vanilla bean plant based protein powder, vanilla bean",326.0,0.0,1.09,0.9775,0.0,10.9,45.65,e
Organic green superfoods powder original,285.71428571429,7.1428571428571,3.5714285714286,0.089285714285715,5.46857755543897,42.9,7.1428571428571,e
"Berry all-in-one super nutrition powder, berry",286.0,7.14,3.57,0.1775,5.46857755543897,42.9,7.14,e
Chocolate peanut butter plant based protein powder,326.0,2.17,1.09,2.065,11.5384615384615,13.0,45.65,e
Natural unsweetened plant based protein powder,417.0,0.0,0.0,1.25,0.0,13.9,58.33,e
Organic cold brew coffee+ protein,29.0,0.87,0.87,0.13,0.0,0.3,2.9,c
Organic cold brew coffee+ protein,29.0,0.29,0.88,0.2125,0.0,0.3,2.94,c
Protein shake,39.393939393939,0.90909090909091,0.15151515151515,0.18181818181818,0.0,0.60606060606061,6.0606060606061,c
Orgain Grass Fed Protein; Vanilla Bean,39.393939393939,0.90909090909091,0.0,0.12878787878788,0.0,0.3030303030303,6.0606060606061,c
Organic cold brew coffee + protein,29.0,0.29,0.87,0.21,0.0,0.3,2.9,c
Organic cold brew coffee+ protein,29.0,0.88,0.88,0.1325,0.0,0.3,2.94,c
Grass fed clean protein shake vanilla bean,39.393939393939,0.90909090909091,0.0,0.12878787878788,0.0,0.3030303030303,6.0606060606061,c
Grass fed clean protein shake creamy chocolate fudge,130.0,3.0,0.5,0.6,0.0,0.9,20.0,e
"Complete Nutrition Shake, Chocolate",82.6,2.07,0.413,0.186,0.0,1.24,6.2,e
Creamy Chocolate Nutritional Protein Shake,38.6,0.242,0.242,0.151,0.0,0.483,6.28,c
Shake roasted vanilla,36.231884057971,0.48309178743961,0.1207729468599,0.18719806763285,0.0,0.48309178743961,6.280193236715,c
Bananas & cream all-in-one nutritional shake,70.0,3.64,0.3,0.175,0.000560913085934,0.3,4.85,e
All-in-one nutritional shake,73.0,3.64,0.3,0.175,0.000560913085934,0.3,4.85,e
Organic plant based protein powder peanut butter,150.0,1.0,0.5,0.39,22.9166666666667,13.0,21.0,d
Iced matcha latte plant based protein powder,348.0,0.0,1.09,2.065,0.0,13.0,45.65,e
Grass Fed Protein Shake Creamy Chocolate Fudge,39.393939393939,0.90909090909091,0.15151515151515,0.18181818181818,0.0,0.9,6.0606060606061,c
Orgain Clean Protein Shake,39.393939393939,0.90909090909091,0.0,0.12878787878788,0.0,0.9,6.0606060606061,c
Nutritional protein shake,36.0,0.24,0.12,0.1725,0.0,0.2,6.19,c
Organic protein nutritional protein shake,36.0,0.24,0.12,0.1725,0.0,0.2,6.19,c
Smooth chocolate plant based protein shake,36.0,0.0,0.24,0.215,0.0,1.7,5.0,c
Vanilla bean plant based protein shake,36.0,0.0,0.12,0.215,0.0,1.7,5.0,c
Vanilla bean organic protein shake,36.0,0.0,0.12,0.215,0.0,1.7,5.0,c
Vanilla Bean Vegan All-In-One Protein Shake,72.727272727273,3.030303030303,0.3030303030303,0.20454545454545,0.0626671122994722,0.60606060606061,4.8484848484848,e
Smooth chocolate vegan all-in-one protein shake,67.0,2.73,0.3,0.145,0.103579963235291,0.6,4.85,e
Vanilla almond plant based protein powder,326.0,2.17,0.0,1.5225,0.0,15.2,45.65,e
Vanilla bean plant based protein & greens powder,327.0,2.04,0.0,1.6325,2.5,14.3,42.86,e
Cookies & cream plant based protein powder,326.0,2.17,1.09,1.5225,0.0,15.2,45.65,e
Organic plant based protein & greens powder creamy,306.12244897959,2.0408163265306,2.0408163265306,1.530612244898,2.5,14.3,42.857142857143,e
Organic plant based protein superfoods powder,160.0,1.0,0.5,1.51961,0.589861836855796,1.0,21.0,e
Organic plant based protein superfoods powder,320.0,2.0,2.0,1.95,0.321347372570088,18.0,42.0,e
Organic Protein Superfoods,314.0,1.96,0.98,1.52,0.590008086855789,9.8,41.2,e
Organic plant based protein superfoods powder,333.3333,0.0,1.9608,1.51960775,3.99059646185578,11.8,41.1765,e
Orgain Keto,450.0,0.0,0.0,2.25,0.0,15.0,50.0,e
Keto collagen protein powder,450.0,0.0,0.0,2.375,0.0,15.0,50.0,e
Creamy Chocolate Fudge Organic Protein Powder,326.08695652174,0.0,2.1739130434783,1.5760869565217,0.0,13.0,45.652173913043,e
"Vanilla bean plant based protein powder, vanilla bean",326.0,0.0,1.09,1.4675,0.0,10.9,45.65,e
Pink Grapefruit Sparkling Water,9.0,2.15,0.0,0.0,0.0,0.0,0.0,c
Blueberry Lemon Sparkling Water,9.0,2.15,0.0,0.0,0.0,0.0,0.0,c
Strawberry Peach Sparkling Water,9.0,2.15,0.0,0.0,0.0,0.0,0.0,c
"Something Natural, Sparkling Water, Raspberry Keylime",9.0,2.15,0.0,0.0,0.0,0.0,0.0,c
Chia drink,57.0,11.76,0.06,0.0325,2.5,0.6,0.41,e
Chia drink,58.0,11.76,0.06,0.0325,0.0,0.6,0.41,e
Blood orange,14.0,3.94,0.0,0.0,0.0,0.0,0.0,c
Sparkling Lavender,20.0,5.35,0.0,0.0,0.0,0.0,0.0,d
Sparkling Beverage,17.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Sparkling beverage,14.0,3.94,0.0,0.0,0.0,0.0,0.0,c
Soda,17.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Sparkling Vanilla Bean,16.9,4.51,0.0,0.0,0.0,0.0,0.0,d
Juniper berry,15.0,4.23,0.0,0.0,0.0,0.0,0.0,d
DRY Sparkling Cucumber,13.0,3.1,0.0,0.0,0.0,0.0,0.0,c
"Dry, wild lime soda, wild lime",24.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Sparkling soda,13.0,3.38,0.0,0.0,0.0,0.0,0.0,c
Lavender,19.0,5.06,0.0,0.0,0.0,0.0,0.0,d
"Dry, sparkling soda, lemongrass",15.0,4.23,0.0,0.0,0.0,0.0,0.0,d
Sparkling beverage,15.0,4.23,0.0,0.0,0.0,0.0,0.0,d
Sparkling Vanilla Bean,17.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Soda,18.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Sparkling Beverage,18.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Sparkling Vanilla Bean,17.0,4.51,0.0,0.0,0.0,0.0,0.0,d
"Dry, blood orange soda",14.0,3.94,0.0,0.0,0.0,0.0,0.0,c
DRY Sparkling Cucumber,13.0,3.1,0.0,0.0,0.0,0.0,0.0,c
"Dry, soda, apple, apple",18.0,4.51,0.0,0.0,0.0,0.0,0.0,d
Ginger DRY Sparkling,18.0,4.51,0.0,0.0,0.0,0.0,0.0,d
DRY Sparkling Rainier Cherry,17.0,4.23,0.0,0.0,0.0,0.0,0.0,d
"Dry sparkling, sparkling water, malali watermelon, malali watermelon",20.0,5.35,0.0,0.0,0.0,0.0,0.0,d
Callaway Blue Spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Callaway blue mountain spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Water,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,b
Maroon Water,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,b
Blue Azul Water,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,b
Naturally flavored water,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,b
Healthade kombucha organic pink lady apple,16.88,2.95,0.0,0.0107,3.73333333333333,0.0,0.0,c
"Pomegranate kombucha, pomegranate",17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
Organic Ginger-Lemon Kombucha,14.0845,2.2535,0.0,0.0,3.10364285714286,0.0,0.0,c
A bubbly probiotic super-tea,15.0,1.27,0.0,0.01,1.27,0.0,0.0,c
Kombucha tea,15.0,1.27,0.0,0.01,0.635,0.0,0.0,c
Organic Bubbly Rose Kombucha,14.675052410901,2.9350104821803,0.0,0.0,0.0,0.0,0.0,c
Organic Cayenne Cleanse Kombucha,16.018306636156,2.2883295194508,0.0,0.0,1.1441647597254,0.0,0.0,c
Organic Pomegranate Blueberry Kombucha,80.0,16.0,0.0,0.0,2.60416666666666,0.0,0.0,e
"California grape kombucha, california grape",17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
A bubbly probiotic tea beet,15.0,0.84,0.0,0.01,4.78833333333333,0.0,0.0,c
Organic Blood Orange-Carrot-Ginger Kombucha,14.799154334038,2.7484143763214,0.0,0.0,2.734375,0.0,0.0,c
Organic Kombucha Pomegranate,14.652,2.5641,0.0,0.0,0.0,0.0,0.0,c
A bubbly probiotic super-tea,17.0,1.27,0.0,0.01,0.0,0.0,0.0,c
Bubbly Probiotic Tea,16.913319238901,2.9598308668076,0.0,0.0,4.07564012215176,0.0,0.0,c
Organic Kombucha,14.799154334038,3.3826638477801,0.0,0.0,0.0,0.0,0.0,d
Kombucha a bubbly probiotic tea,17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
Kombucha a bubbly probiotic super-tea,17.0,2.53,0.0,0.01,1.265,0.0,0.0,c
A bubbly probiotic tea,17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
Kombucha a bubbly probiotic super-tea,17.0,2.95,0.0,0.01,0.0,0.0,0.0,c
"Ginger-lemon kombucha a bubbly probiotic tea, ginger-lemon",15.0,2.11,0.0,0.01,3.24714285714285,0.0,0.0,c
Kombucha lime a bubbly probiotic tea,15.0,2.53,0.0,0.01,4.09214285714286,0.0,0.0,c
Kombucha a bubbly probiotic tea,13.0,2.53,0.0,0.01,0.0,0.0,0.0,c
Kombucha a bubbly probiotic tea,15.0,2.11,0.0,0.01,2.11,0.0,0.0,c
"Kombucha, case of cayenne cleanse",15.0,2.11,0.0,0.01,1.055,0.0,0.0,c
"Case of holiday cheers kombucha, case of holiday cheers",15.0,2.95,0.0,0.01,0.0,0.0,0.0,c
"Kombucha a bubbly probiotic super-tea, case of maca-berry",17.0,2.53,0.0,0.01,2.53,0.0,0.0,c
Kombucha a bubbly probiotic tea,15.0,2.11,0.0,0.01,3.24714285714285,0.0,0.0,c
Case of pink lady apple kombucha a bubbly probiotic tea,17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
"Kombucha a bubbly probiotic tea, pomegranate",17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
Kombucha probiotic tea,15.0,2.11,0.0,0.01,3.24714285714285,0.0,0.0,c
"Kombucha a bubbly probiotic tea, pink lady apple",17.0,2.95,0.0,0.01,3.73333333333333,0.0,0.0,c
Jalapeno-kiwi-cucumber kombucha probiotic tea,17.0,2.95,0.0,0.01,4.08055555555556,0.0,0.0,c
Organic Cherry Berry Kombucha,16.913319238901,2.9598308668076,0.0,0.0,0.0,0.0,0.0,c
Organic Tropical Punch Kombucha,31.25,6.25,0.0,0.0,35.0,0.0,0.0,e
Grapefruit kombucha,17.0,3.38,0.0,0.0,3.66714285714287,0.0,0.0,d
Strawberry lemonade kombucha,17.0,3.38,0.0,0.0,3.66714285714287,0.0,0.0,d
Organic Passion Fruit-Tangerine Kombucha,14.799154334038,3.1712473572939,0.0,0.0,3.88312632135304,0.0,0.0,d
Air kombucha Mint Pineapple echinacea,20.9,4.78,0.0,0.0,0.0,0.0,0.597,d
Kombucha,19.0,4.44,0.0,0.015,28.4765625,0.0,0.0,d
Kefir soda pear ginger chamomile,16.901408450704,4.2253521126761,0.0,0.0070422535211268,30.0,0.0,0.28169014084507,d
"Watermelon basil shrub soda, watermelon basil",15.0,3.33,0.0,0.0,21.4285714285714,0.0,0.0,d
"Peach ginger cinnamon shrub soda, peach ginger cinnamon",19.0,2.92,0.0,0.0,33.3333333333333,0.0,0.0,c
"Mango ginger habanero shrub soda herbal infused probiotic vinegar tonic, mango ginger habanero",12.0,2.92,0.0,0.0,21.875,0.0,0.0,c
Kefir soda strawberry coconut passionflower,16.901408450704,3.6619718309859,0.0,0.02112676056338,36.4583333333333,0.0,0.28169014084507,d
"Amazonia, Coconut Water + Mango Black Tea",12.0,2.92,0.0,0.03,25.0711111111111,0.0,0.0,c
"Raspberry kenyan purple tea, raspberry",23.0,5.42,0.0,0.0,0.0,0.0,0.0,d
"Peach kenyan purple tea, peach",23.0,5.42,0.0,0.0,0.0,0.0,0.0,d
สไปรท์ ไม่มีน้ำตาล,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,b
"Roar, Sports Drink, Blue Raspberry",21.0,5.42,0.0,0.11,2.71,0.0,0.0,d
Green Rush Sport Drink,21.0,5.42,0.0,0.11,2.71,0.0,0.0,d
"Roar, Sport Drink, Orange Citrus",21.0,5.42,0.0,0.11,2.71,0.0,0.0,d
Sports drink,0.0,0.0,0.0,0.11,15.3025,0.0,0.0,b
"Roar, Performance Sport Drink, Cotton Candy",21.0,5.42,0.0,0.11,2.71,0.0,0.0,d
Coconut water sports drink,25.0,6.67,0.0,0.11,3.335,0.0,0.0,d
Coconut water electrolyte infusions drink beverage,25.0,5.83,0.0,0.11,2.915,0.0,0.0,d
Flavored water beverage with juice,6.0,0.56,0.0,0.0,41.5364583333333,0.0,0.0,b
Water beverage with juice,6.0,0.56,0.0,0.0,33.3333333333333,0.0,0.0,c
Natural Hydration Infused With Coconut Water,8.3333333333333,0.41666666666667,0.0,0.052083333333333,21.875,0.0,0.0,c
Natural maine spring water,25.0,5.91,0.0,0.0,40.3846153846154,0.4,0.42,d
Organic Drink,19.0,4.59,0.0,0.005,17.578125,0.0,0.0,d
"Blueprint, Organic Kombucha Drink",19.0,4.59,0.0,0.005,7.03125,0.0,0.0,d
"Blueprint, Kombucha Drink",22.0,5.8,0.0,0.0,14.0625,0.0,0.0,d
"Blue Print, Organic Motion Potion Vegetable & Fruit Drink Blend, Kale, Romaine, Apple, Parsley & Lemon",14.0,2.71,0.0,0.03,72.5,0.0,0.34,b
Cold pressed cashew coffee,63.0,4.44,0.63,0.025,20.8333333333333,1.1,1.48,e
Turmeric Tonic,12.0,2.37,0.0,0.0075,20.8333333333333,0.0,0.0,c
Cashew Drink,54.0,3.73,0.85,0.025,21.4285714285714,1.4,1.69,e
Organic Cashew Amplify Drink,68.0,5.08,0.85,0.025,20.8333333333333,1.4,1.69,e
Kombucha town gold light kombucha tea,14.1,3.53,0.0,0.0022,0.0,0.0,0.0,c
Kombucha Tea,13.559322033898,3.3898305084746,0.0,0.0021186440677966,0.0,0.0,0.0,c
Kombucha Tea,12.8,3.2,0.0,0.002,4.53750000000002,0.0,0.0,c
Kombucha,13.0,1.69,0.0,0.01,0.0,0.0,0.0,c
"Katalyst Kombucha, The Living Elixer, Concord Grape",14.0,2.54,0.0,0.0075,25.0,0.0,0.0,c
Kombucha,384.61538461538,84.615384615385,0.0,0.0,0.0,0.0,0.0,e
Kolita,55.0,13.75,0.0,0.0191,0.0,0.0,0.0,e
Naturally flavored pecan root beer,48.0,12.39,0.0,0.01,0.0,0.0,0.0,e
"Fest, Almond Cola",42.0,10.99,0.0,0.01,0.0,0.0,0.0,e
"Festcola, Naturally Flavored Soda",48.0,12.11,0.0,0.0075,0.0,0.0,0.0,e
Bourbon Cream Soda,48.0,12.11,0.0,0.0075,0.0,0.0,0.0,e
"Cucumber wave soda, cucumber",4.0,0.56,0.0,0.0025,36.4583333333333,0.0,0.0,c
Soda,7.0,1.41,0.0,0.0075,28.125,0.0,0.0,c
Carolina punch,15.0,3.33,0.0,0.0775,0.0,0.0,0.0,d
Strawberry milk,87.5,12.5,1.6666666666667,0.14583333333333,0.0,0.0,3.3333333333333,e
Maple mama organic sparkling drink,3.3823529411765,4.7058823529412,0.0,0.0,0.0,0.0,0.0,c
Cookies 'n' creme milk shake,101.41,15.49,1.13,0.279,0.0,0.3,4.51,c
Organic Iced Tea,3.3898305084746,0.0,0.0,0.0,30.0,0.0,0.0,b
Jun-kombucha,15.0,2.54,0.0,0.0,2.9052734375,0.0,0.0,c
"Tropical turmeric jun-kombucha, tropical turmeric",17.0,2.11,0.0,0.0,2.734375,0.0,0.0,c
"Lavender love jun-kombucha, lavender",17.0,2.11,0.0,0.0,2.67857142857143,0.0,0.0,c
Wild tonic organic raspberry goji rose jun kombucha,16.949152542373,2.1186440677966,0.0,0.0,4.01785714285715,0.0,0.0,c
Wild tonic organic blueberry basil jun kombucha,16.913319238901,2.1141649048626,0.0,0.0,2.60416666666666,0.0,0.0,c
Jun kombucha,16.909029421711,2.1136286777139,0.0,0.0,4.1015625,0.0,0.0,c
Jun Kombucha,16.901408450704,2.2535211267606,0.0,0.0,0.0,0.0,0.0,c
Jun kombucha,15.0,2.54,0.0,0.0,2.734375,0.0,0.0,c
"Blackberry mint jun-kombucha, blackberry mint",17.0,2.11,0.0,0.0,2.60416666666666,0.0,0.0,c
"Mango ginger jun-kombucha, mango ginger",17.0,2.11,0.0,0.0,2.60416666666666,0.0,0.0,c
Mango ginger refreshing premium hard jun,50.0,4.65,0.0,0.0,9.375,0.0,0.0,e
Premium Coffee Drink,67.0,11.25,0.62,0.105,0.0,0.0,2.08,e
Grumppuccino Premium Coffee Drink,67.0,11.25,0.62,0.105,0.0,0.0,2.08,e
"Brasilia blueberry antioxidant beverage, brasilia blueberry",2.0,0.42,0.0,0.005,15.9375,0.0,0.0,c
Panama peach,2.11,0.42,0.0,0.0054,15.7954545454545,0.0,0.0,c
Flavored water,1.8867924528302,0.18867924528302,0.0,0.0047169811320755,14.4681490384615,0.0,0.0,c
"Bai 5, antioxidant infusions, antioxidant-infused beverage",2.0,0.42,0.0,0.005,10.7142857142857,0.0,0.0,c
Cocofusion Molokai Coconut,1.8867924528302,0.18867924528302,0.0,0.03066037735849,11.3636363636364,0.0,0.0,c
Bai calorie tanzania tea naturally sweetened,1.8867924528302,0.18867924528302,0.0,0.0,0.0,1.8867924528302,0.0,b
Sparkling antioxidant infusion beverage,1.0,0.29,0.0,0.0075,0.0,0.0,0.0,c
Sparkling antioxidant infusion beverage,1.0,0.29,0.0,0.0075,0.0258091517857153,0.0,0.0,c
"Bai5, bubbles, sparkling antioxidant infusion",1.0,0.29,0.0,0.0075,2.5,0.0,0.0,c
Sparkling antioxidant infusion,1.0,0.29,0.0,0.0075,0.0510817307692264,0.0,0.0,c
Sparkling antioxidant infusion,1.0,0.29,0.0,0.0075,12.2596153846154,0.0,0.0,c
Gimbi pink grapefruit,1.0,0.29,0.0,0.0075,5.79477163461539,0.0,0.0,c
Antioxidant infusion costa rica clementine,2.0,0.42,0.0,0.005,11.953125,0.0,0.0,c
Antioxidant beverage,2.0,0.42,0.0,0.005,15.9375,0.0,0.0,c
Chia tea,33.0,3.33,0.0,0.0,1.665,1.4,0.83,d
Snappy ginger companion kombucha,7.0422535211268,1.6901408450704,0.0,0.0,0.0,0.0,0.0,c
"Very elderberry companion kombucha, very elderberry",8.0,2.25,0.0,0.0,25.0,0.0,0.0,c
Companion kombucha,6.0,1.41,0.0,0.0,0.0,0.0,0.0,c
Kombucha,8.4507042253521,2.2535211267606,0.0,0.0,0.0,0.0,0.0,c
Playfully Pineapple Kombucha,8.4507042253521,2.2535211267606,0.0,0.0,0.0,0.0,0.0,c
"Bomba, Energy Drink, Classic",48.0,11.2,0.0,0.3,0.0,0.0,0.0,e
"Bomba, energy drink, citrus",48.0,11.2,0.0,0.3,0.0,0.0,0.0,e
"Bomba, energy drink, mixed berries",48.0,11.2,0.0,0.3,0.0,0.0,0.0,e
"Bomba, energy drink, grapefruit",48.0,11.2,0.0,0.3,0.0,0.0,0.0,e
"Bomba, Energy Drink, Cherry",48.0,11.2,0.0,0.005,0.0,0.0,0.0,e
"Upstart, Kombucha, Mint Green",17.0,1.67,0.0,0.0275,0.0,0.0,0.0,c
"Upstart, Raw Kombucha",22.0,2.5,0.0,0.0275,2.5,0.0,0.0,d
"Strawberry soda, strawberry",51.0,10.99,0.0,0.015,0.0,0.0,0.0,e
"Caffeine orange pineapple soda, orange pineapple",51.0,9.58,0.0,0.0075,0.0,0.0,0.0,e
Chocolate Milk,83.3333,10.4167,2.0833,0.21875,0.0,0.0,3.3333,e
Sparkling Beverage,34.0,8.17,0.0,0.0,0.0,0.0,0.0,e
Sparkling Lemonade Beverage,34.0,8.17,0.0,0.0025,4.085,0.0,0.0,e
Hydrogen infused water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Chocolate Maca,414.28571428571,14.285714285714,1.4285714285714,1.2857142857143,0.0,12.857142857143,54.285714285714,e
Blueberry Vanilla Cashew,400.0,0.0,6.25,0.125,0.0,12.5,12.5,e
"Rebel Kitchen, Organic Coconut Milk Drink With Coffee",46.0,5.54,1.85,0.0225,18.75,0.0,0.62,e
"Shrub & co, cranberry shrub",143.0,35.71,0.0,0.0,57.1428571428571,0.0,0.0,e
"Verdant Kitchen, Georgia Ginger Ale",42.0,10.48,0.0,0.0,4.64,0.0,0.0,e
Protein on-the-go premium whey blend + electrolytes chocolate,395.0,10.53,2.63,1.58,0.0,0.0,65.79,e
"Natural protein on-the-go premium whey blend + electrolytes, vanilla",395.0,10.53,2.63,1.58,0.0,0.0,65.79,e
Kids premium protein on-the-go whey blend + electrolytes,304.0,17.39,2.17,2.2825,0.0,4.3,43.48,e
Protein on-the-go premium whey blend + electrolytes cinnamon roll,304.0,17.39,2.17,2.2825,0.0,0.0,43.48,e
Lemon protein water,18.0,0.0,0.0,0.085,0.0,0.0,4.0,b
Berry protein water,18.0,0.0,0.0,0.085,0.0,0.0,4.0,b
Protein water,18.0,0.0,0.0,0.085,0.0,0.0,4.0,b
"Hammer + Sickle, Russian Ginger Beer With Lime",46.0,11.83,0.0,0.0425,0.0,0.0,0.0,e
"Little miracles, organic energy green tea, pomegranate",27.0,6.36,0.0,0.015,21.3068181818182,0.0,0.0,d
A Bubbly Probiotic Tea Kombucha,12.0,0.83,0.0,0.01,0.0,0.0,0.0,c
A bubbly probiotic tea,14.0,0.83,0.0,0.01,2.60416666666666,0.0,0.0,c
Plum kombucha,17.0,1.27,0.0,0.01,4.57333333333332,0.0,0.0,c
"Kombucha, a bubbly probiotic tea",17.0,1.27,0.0,0.01,0.0,0.0,0.0,c
"Health-ade, kombucha probiotic tea, california grape",17.0,1.27,0.0,0.01,0.0,0.0,0.0,c
Purified Alkaline Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Cranberry Twist Lemon Aid,24.0,5.31,0.0,0.01,5.155,0.0,0.0,d
"Make A Stand!, Lemon-Aid",46.0,10.55,0.0,0.005,5.0,0.0,0.42,e
"Health-ade, kombucha a bubbly probiotic tea, cayenne cleanse",15.0,0.85,0.0,0.01,0.425,0.0,0.0,c
"Health-ade kombucha, a bubbly probiotic tea kombucha, carrot",15.0,0.85,0.0,0.01,4.78333333333333,0.0,0.0,c
Cold brew concentrate coffee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Alkalize energy, organic hydration probiotics purified water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
A bubbly probiotic tea,15.0,0.85,0.0,0.01,4.78333333333333,0.0,0.0,c
"Found, sparkling mineral water, watermelon, watermelon",19.0,4.24,0.0,0.0525,0.0,0.0,0.0,d
Eau Pétillante Fleur De Sureau,0.0,5.0,1.0,0.0,0.0,0.0,0.0,c
"Found, infused sparkling water, cucumber mint, cucumber mint",19.0,4.24,0.0,0.0525,0.0,0.0,0.0,d
Kale yeah probiotic super smoothie,53.0,9.41,0.0,0.045,94.7916666666667,2.4,0.59,c
Organic Probiotic Super Smoothie,59.0,8.24,0.0,0.0,80.0,2.4,0.59,d
Herbal tonic,6.6666666666667,6.6666666666667,0.0,0.0,0.0,0.0,0.0,d
Black cherry pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Red cream pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Orange pineapple pure cane sugar soda,48.0,12.99,0.0,0.0275,0.0,0.0,0.0,e
Black cherry darkest hour soda,51.0,13.2,0.0,0.0175,0.0,0.0,0.0,e
Cherry pure cane sugar soda,42.0,10.99,0.0,0.0275,0.0,0.0,0.0,e
Blueberry pure cane sugar soda,42.0,10.99,0.0,0.0275,0.0,0.0,0.0,e
Pure cane sugar soda,42.0,10.7,0.0,0.0375,0.0,0.0,0.0,e
Grape pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Pure cane sugar grapefruit soda,48.0,13.8,0.0,0.0275,0.0,0.0,0.0,e
Cola pure cane sugar soda,42.0,11.27,0.0,0.0275,0.0,0.0,0.0,e
Orange pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Apple pie pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Cola zero calorie soda,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,b
Golden ginger ale pure cane sugar soda,48.0,12.39,0.0,0.0275,0.0,0.0,0.0,e
Gooey butter cake pure cane sugar soda,48.0,12.43,0.0,0.0275,0.0,0.0,0.0,e
Pure cane sugar soda,39.0,10.7,0.0,0.0275,0.0,0.0,0.0,e
Strawberry kiwi pure cane sugar soda,48.0,12.39,0.0,0.0375,0.0,0.0,0.0,e
Breese pure cane sugar soda,47.887323943662,10.985915492958,0.0,0.028169014084508,0.0,0.0,0.0,e
Pure cane sugar soda,42.0,10.99,0.0,0.0275,0.0,0.0,0.0,e
Cola pure cane sugar soda,42.0,11.17,0.0,0.025,0.0,0.0,0.0,e
Cola zero calorie soda,0.0,0.0,0.0,0.025,0.0,0.0,0.0,b
Pure cane sugar soda,39.0,10.66,0.0,0.0175,0.0,0.0,0.0,e
Lemonade,49.0,12.69,0.0,0.0175,6.345,0.0,0.0,e
Orange pure cane sugar soda,47.0,12.35,0.0,0.0175,0.0,0.0,0.0,e
Black cherry pure cane sugar soda,42.0,10.99,0.0,0.0275,0.0,0.0,0.0,e
Land of lincoln punch pure cane sugar soda,49.0,0.01,0.0,0.0175,0.0,0.0,0.0,d
"Strother's Brewed Cold, Coffee Juice, Coconut",29.0,7.5,0.0,0.01,9.4375,0.0,0.0,e
Fredericksburg Peach Lemonade,51.0,13.08,0.0,0.0,6.54,0.0,0.0,e
"Texas made, lemonade",41.0,10.55,0.0,0.0,17.775,0.0,0.0,e
"Texas Made, Limeade, Knippa Cucumber",38.0,9.7,0.0,0.0,4.85,0.0,0.0,e
Kombucha,5.0,0.97,0.0,0.0,0.0,0.0,0.0,c
Kombucha lavenderade,5.0,0.97,0.0,0.0,0.97,0.0,0.0,c
Kombucha elite beet,11.0,2.42,0.0,0.0,1.21,0.0,0.0,c
Blueberry & yerba mate kombucha,5.0,0.97,0.0,0.0,0.485,0.0,0.0,c
Spearmint & peppermint kombucha mint condition,5.0,0.97,0.0,0.0,0.0,0.0,0.0,c
Kombucha,11.0,2.42,0.0,0.0,1.21,0.0,0.0,c
Kombucha lost rose,5.0,0.97,0.0,0.0,0.485,0.0,0.0,c
ZEN WTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
