product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,energy_points,sugars_points,saturated_fat_points,salt_points,fruits_points,fiber_points,proteins_points,total_negative_points,total_positive_points,total_score,nutriscore_grade
"Zone 8, Caffein Free Hibiscus Tea, Hibiscus",28,6.2,0,0,12.5,0,0,4,5,0,0,0,0,0,9,0,9,C
"Zone 8, Masala Tea",30,7,0,0.005,10.75,0,0,5,5,0,0,0,0,0,10,0,10,C
Beverage,24,6,0,0.035,0,0,0,4,5,0,0,0,0,0,9,0,9,C
"Lemonade raw kombucha with black tea, lemonade raw kombucha",33,7.34,0,0,10.665,0,0,5,5,0,0,0,0,0,10,0,10,C
Hibiscus raw kombucha,20,4.58,0,0,0,0,0,3,4,0,0,0,0,0,7,0,7,C
Kombucha,20,3.96,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,C
Kombucha,18,3.52,0,0,5,0,0,3,3,0,0,0,0,0,6,0,6,C
Instant momirdica drink,357.1428571,21.42857143,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
"Zivot, Probiotic Drink Ginger [Beer]",17,5.08,0,0,5,0,0,3,4,0,0,0,0,0,7,0,7,C
Organic Chia Seed Powder,533,0,3.33,0.05,0,33.3,20,10,0,3,0,0,5,5,13,10,3,C
Supergreens & Protein,392.8571,9.5238,1.1905,1.78571425,4.781963205,18.4,54.7619,10,7,1,10,0,5,5,28,10,18,D
Organic supergreens,360,10,0,1.45,52.42918105,28,30,10,7,0,10,2,5,5,27,12,15,D
Organic Maca Powder,400,30,0,0,0,25,20,10,10,0,0,0,5,5,20,10,10,C
Organic Red Maca Powder,40,0,0,0,0,25,2,6,0,0,0,0,5,1,6,6,0,B
vhp vanilla drink,373.1343284,14.92537313,2.23880597,1.231343284,0,1.492537313,52.23880597,10,10,2,10,0,2,5,32,7,25,E
Unflavored,352.94116,0,0,1.25,0,0,88.23529,10,0,0,10,0,0,5,20,5,15,D
Thai Tea Drink,270,53,2,0.825,0,2,4,10,10,1,9,0,2,2,30,4,26,E
"Lucia, thai tea drink, cha thai",67,11.67,0.21,0.11,0,0,0.83,10,8,0,1,0,0,0,19,0,19,E
"T.A.S. Brand, Sugarcane Drink",42,10.65,0,0.0075,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Satisfy me whole food meal replacement,46,2.92,0,0.0825,22.22222222,2.9,2.08,7,2,0,0,0,4,1,9,5,4,C
Ginger Beer,33,3.75,0,0.01,10,0,0.42,5,3,0,0,0,0,0,8,0,8,C
Concentrate jasmine pearl tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Byron Bay Chilli Co Byron Bay Chilli Heavenly Habanero Sauce,31,5.7,0,1.17,41.28125,0,0,5,4,0,10,2,0,0,19,2,17,D
"Oo, Ginger Ale",28,6.76,0,0,0,0.3,0,4,5,0,0,0,0,0,9,0,9,C
All-natural soda,28,6.76,0,0,0,0.3,0,4,5,0,0,0,0,0,9,0,9,C
All natural soda,28,6.76,0,0,0,0.3,0,4,5,0,0,0,0,0,9,0,9,C
Lemonade,33,7.5,0,0.015,9.375,0,0,5,6,0,0,0,0,0,11,0,11,D
Kombucha,17,2.95,0,0.0475,41.015625,0,1.27,3,2,0,0,2,0,0,5,2,3,C
Kombucha,17,2.95,0,0,2.604166667,0,1.27,3,2,0,0,0,0,0,5,0,5,C
Kombucha,3.383458647,2.631578947,0,0,0,0,1.127819549,0,2,0,0,0,0,0,2,0,2,B
Kombucha,17,2.63,0,0,31.25,0,1.13,3,2,0,0,0,0,0,5,0,5,C
Kombucha,17,3.01,0,0,28.125,0,1.13,3,3,0,0,0,0,0,6,0,6,C
Tropical Lemonade,38,8.75,0,0.03,18.22916667,0,0,6,6,0,0,0,0,0,12,0,12,D
Organic kombucha,23,3.76,0,0,35,0,1.13,4,3,0,0,0,0,0,7,0,7,C
Drink Mix Aloe Vera,250,1.25,0,0,0,0,0,10,1,0,0,0,0,0,11,0,11,D
Ascend Purified Drinking Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Good happy kombucha,22,3.2,0,0,0,0,0,4,3,0,0,0,0,0,7,0,7,C
King of Energy Caffeine Shot,0,0,0,0.744047619,0,0,0,0,0,0,8,0,0,0,8,0,8,C
Quantum nutritional flakes vegetarian/vegan protein,375,0,0,0,0,25,50,10,0,0,0,0,5,5,10,10,0,B
Milkis original milk & yogurt flavor carbonated drink,52,12.4,0,0.011,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Cider,44,8.4,0,0.01,0,0,0,7,6,0,0,0,0,0,13,0,13,D
Milkis Original Flavor,4,0.4,0,0.014,0,0,0.4,0,1,0,0,0,0,0,1,0,1,B
Basil Seed Drink,20.7,3.79,0,0.0216,0,0,0,3,3,0,0,0,0,0,6,0,6,C
Hot Chocolate + Adaptogens,535.7143,35.7143,28.5714,0.3125,64.53868333,0,7.1429,10,10,10,3,4,0,4,33,8,25,E
Strawberry Basil Kombucha,13.88888889,3.055555556,0,0,0,0,0,1,3,0,0,0,0,0,4,0,4,C
My muse organic enhanced water,1000,100,0,11.25,0,0,0,10,10,0,10,0,0,0,30,0,30,E
Artesian italian sparkling water,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Chocolate High Protein Lowfat Milk,66.7,7.08,0.208,0.099,0,0.417,6.67,10,5,0,1,0,0,4,16,4,12,D
Orange Grapefruit Sparkling water,2.82,0,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Salted Caramel meal replacement,369.1275168,0,3.355704698,4.899328859,0,16.77852349,50.33557047,10,0,3,10,0,5,5,23,10,13,D
BRCC Caramel Vanilla Triple Shot,31.6,4.29,0.564,0.152,0,0.226,1.13,5,3,0,1,0,0,0,9,0,9,C
Kombucha ginger,20.29598309,3.805496829,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,C
Kombucha,20.29598309,5.073995772,0,0,0,0,0,3,4,0,0,0,0,0,7,0,7,C
Legend ocean water,12.90322581,0,0,0,0,6.451612903,0,1,0,0,0,0,5,0,1,5,-4,A
Citrus Energy Zero Sugar,1.06,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Ghost Legend Pre Workout Cherry Limeade,60.60606061,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,9,C
Kombucha,16.90140845,2.253521127,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,C
Blueberry basil hard jun kombucha beer,51,3.94,0,0,9.375,0,0,8,3,0,0,0,0,0,11,0,11,D
Raspberry Goji Rose Raw Jun Kombucha,16.90140845,2.253521127,0,0,4.017857143,0,0,3,2,0,0,0,0,0,5,0,5,C
Raw Jun Kombucha,16.90140845,2.253521127,0,0,2.604166667,0,0,3,2,0,0,0,0,0,5,0,5,C
blueberry basil kombucha,17.91044776,2.388059701,0,0,2.678571429,0,0,3,2,0,0,0,0,0,5,0,5,C
BlackBerry Mint Kombucha,16.90140845,2.253521127,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,C
Jun Kombucha,0,2.253521127,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,B
Jun Kombucha Chai Pear,17.64705882,2.352941176,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,C
Jun Kombucha,22.53521127,4.788732394,0,0,0,0,0,4,4,0,0,0,0,0,8,0,8,C
Cosmic Stardust Energy Drink,2.82,0,0,0.127,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Cherry Slush Energy Drink,2.82,0,0,0.141,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Orange Kiss Energy Drink,2.82,0,0,0.134,0,0,0.282,0,0,0,1,0,0,0,1,0,1,B
Energy drinks,83.33333333,8.333333333,0,3.541666667,0,0,0,10,6,0,10,0,0,0,26,0,26,E
Witch’s Brew Energy Drink,4.225352113,0.281690141,0,0.11971831,0,0,0,0,1,0,1,0,0,0,2,0,2,B
Alani Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Alani nu sparkling,100,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,C
Beverage,100,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,C
Cherry Slush Energy Drink,83.33333333,8.333333333,0,3.541666667,0,0,0,10,6,0,10,0,0,0,26,0,26,E
Cherry slush,2.78,0,0,0.118,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Berry pop,2.82,0,0,0.12,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Breezeberry Energy Drink,4.23,0,0,0.141,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Alani nu energy stick,89.28571429,0,0,0.669642857,0,0,0,10,0,0,7,0,0,0,17,0,17,D
Juicy Peach Energy Drink,2.82,0,0,0.127,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Cherry Twist Energy Drink,4.23,0,0,0.127,0,0,0.282,0,0,0,1,0,0,0,1,0,1,B
Alkaline water pH,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Koe kombucha,9.85915493,1.408450704,0,0.007042254,0,0,0,1,1,0,0,0,0,0,2,0,2,B
Jelly belly sparkling water,0.281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Watermelon Sparkling water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Jelly berry sparkling water watermelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Water,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
sleep c tonic,428.5714286,28.57142857,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
Gfuel - starfruit,15,0,0,0.0001975,0,0,0,3,0,0,0,0,0,0,3,0,3,C
Gfuel Peach Rings,214.2857143,0,0,0.928571429,0,0,0,10,0,0,10,0,0,0,20,0,20,E
Radio Active Lemonade Energy Drink,214.2857143,0,0,2.821428571,0,0,0,10,0,0,10,0,0,0,20,0,20,E
Tepache Grapefruit Lime Paloma,9.86,1.41,0,0.0387,11.87918527,0.845,0,1,1,0,0,0,1,0,2,1,1,B
Alkaline Spring Water With Electrolytes,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Alkaline spring water with electrolytes,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Chocolate 1% Lowfat Milk,70.83333333,12.5,0.625,0.177083333,0,0,3.333333333,10,9,0,1,0,0,2,20,2,18,D
Chocolate milk,50,6.666666667,1.071428571,0.101190476,0,0,1.904761905,7,5,1,1,0,0,1,14,1,13,D
Chocolate Milk,100,16.92307692,0,0.288461538,0,0,6.153846154,10,10,0,3,0,0,3,23,3,20,E
kombucha,25.29761905,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,C
Orange passion mimosa hard kombucha,38.2,0,0,0,1.71875,0,0,6,0,0,0,0,0,0,6,0,6,C
Guava Citra Hard Kombucha,47,0,0,0,4.1015625,0,0,7,0,0,0,0,0,0,7,0,7,C
Prebiotic soda,5.633802817,1.408450704,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,B
Prebiotic Soda Cherry Limeade,25,5,0,0,2.115,2,0,4,4,0,0,0,2,0,8,2,6,C
Still Purified Water with Electrolytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
cold brew latte,30.98591549,0.281690141,0.985915493,0.176056338,100,0.281690141,0.563380282,5,1,0,1,10,0,0,7,10,-3,A
Chocolate Skim Milk,63.55932203,10.59322034,0,0.180084746,0,0.423728814,4.661016949,9,8,0,2,0,0,2,19,2,17,D
Xxtra Coffee + Energy Drink Mocha,29.3,2.25,0.676,0.0479,0,0,1.58,5,2,0,0,0,0,0,7,0,7,C
"Shurfine, soda, lemon lime, lemon lime",39,10.14,0.89,0.0425,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Mirinda,0,5,0,0.014,0,0,0,0,4,0,0,0,0,0,4,0,4,C
BodyArmor Fruit Punch Zero Sugar,2.42,0,0,0.00604,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Meta Moon Hydration Drink,4,0.4,0,0.0025,23.21428571,0,0,0,1,0,0,0,0,0,1,0,1,B
Ice Pop Energy Drink,2.82,0,0,0.0387,23.61111111,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemonade,5,0.2,0,0.01,0,0,0.02,0,1,0,0,0,0,0,1,0,1,B
prime hydration strawberry & banana,4,0.5,0,0.01,0,0,0,0,1,0,0,0,0,0,1,0,1,B
Bubblicious Cotton Candy Energy Drink,3.17,0.423,0,0.0185,0,0,0,0,1,0,0,0,0,0,1,0,1,B
Sour Green Apple Energy Drink,1.06,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sour Watermelon Energy Drink,1.06,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Veri, Organic Ginger Ale",17,4.23,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,C
"Veri, flavored soda, lemon lime, lemon lime",17,4.23,0,0,2.115,0,0,3,3,0,0,0,0,0,6,0,6,C
"Veri, Organic Soda Cola",17,4.23,0,0,2.115,0,0,3,3,0,0,0,0,0,6,0,6,C
Cor-Performance Whey,0,0,0,0,0,3,72.73,0,0,0,0,0,4,5,0,9,-9,A
Cor-Performance Whey Protein,0,0,0,0,0,0,75,0,0,0,0,0,0,5,0,5,-5,A
Fast Digesting Whey Protein,6.451612903,6.451612903,1.612903226,1.048387097,0,0,77.41935484,0,5,1,10,0,0,5,16,5,11,D
Blue Bottle Coffee Bold Cold-Brewd Coffee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
100% Organic Lemonade,48,11.2,0,0,12,0,0,7,8,0,0,0,0,0,15,0,15,D
100% organic lemonade,50,10.83,0,0,12,0,0,7,8,0,0,0,0,0,15,0,15,D
Cleanse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Protein Drink Mix,379.3103448,6.896551724,5.172413793,1.896551724,0,4.3,51.72413793,10,5,5,10,0,5,5,30,10,20,E
Protein drink mix,391,0,0,2.175,0,4.3,65.22,10,0,0,10,0,5,5,20,10,10,C
"Chocolate plant based protein shake, chocolate",55,2.11,0.21,0.275,0,0.4,4.22,8,2,0,3,0,0,2,13,2,11,D
Vanilla,54.8523,2.1097,0,0.28481025,0,0,4.2194,8,2,0,3,0,0,2,13,2,11,D
"Plant based protein drink mix, chocolate",375,0,0,2.605,0,8.3,62.5,10,0,0,10,0,5,5,20,10,10,C
Peanut Butter Chocolate Plant Based Protein,400,6.666666667,5,1.916666667,2.5,3.333333333,50,10,5,4,10,0,4,5,29,9,20,E
Matcha latte plant based protein drink mix,375,0,0,1.5625,0,8.3,62.5,10,0,0,10,0,5,5,20,10,10,C
Protein and greens,384.6154,3.8462,3.8462,2.1153845,20.33653838,3.8,57.6923,10,3,3,10,0,5,5,26,10,16,D
Cinnamon roll protein drink mix,400,6.666666667,3.333333333,1.916666667,0,13.33333333,50,10,5,3,10,0,5,5,28,10,18,D
Jamaican,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orignial Lemonade,333.3333333,33.33333333,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
Black cherry limeade,333.3333333,33.33333333,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
Ice Tea Drink mix,333.3333,1,0,0,0,0,0,10,1,0,0,0,0,0,11,0,11,D
Fruit infusions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Fruit Infusions (Lemon Raspberry),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Immunity superfood water enhancer,375,0,0,0,0,62.5,0,10,0,0,0,0,5,0,10,5,5,C
Calm superfood water enhancer,384.6153846,15.38461538,0,0,0,46.15384615,0,10,10,0,0,0,5,0,20,5,15,D
Energy superfood water enhancer,384.6153846,0,0,0,0,61.53846154,0,10,0,0,0,0,5,0,10,5,5,C
Digestion superfood water enhancer,375,0,0,0,0,75,0,10,0,0,0,0,5,0,10,5,5,C
Lemonade,42,8.33,0,0,14.5825,0.4,0.42,6,6,0,0,0,0,0,12,0,12,D
Sparkling Lemonade,38,8.75,0,0.02,0,0,0,6,6,0,0,0,0,0,12,0,12,D
Double shot energy latte,40,4.470588235,0.705882353,52.94117647,0,0,1.176470588,6,3,0,10,0,0,0,19,0,19,E
Cold brew ready to drink coffee,8,0,0,0.01,0,0,0.42,1,0,0,0,0,0,0,1,0,1,B
"Sweetened cold brew coffee, sweetened",15,2.13,0,0.01,0,0,0.43,3,2,0,0,0,0,0,5,0,5,C
Caramel Iced Latte,62.70821086,10.19008426,0.979815795,0.195963159,0,0,1.567705271,9,7,0,2,0,0,0,18,0,18,D
Iced latte vanilla sweet coffee,68.29268293,11.2195122,0.975609756,0.12804878,0,0,1.463414634,10,8,0,1,0,0,0,19,0,19,E
"Splurge, Fruit Drink, Cranberry Lemonade",25,6.26,0,0.0125,0,0,0,4,5,0,0,0,0,0,9,0,9,C
"Splurge, Flavored Fruit Drink, Fruit Punch",25,6.26,0,0.0125,0,0,0,4,5,0,0,0,0,0,9,0,9,C
"Splurge, Fruit Drink, Green Apple",25,6.26,0,0.0125,0,0,0,4,5,0,0,0,0,0,9,0,9,C
"Splurge, Fruit Drink, Grape",25,6.26,0,0.0125,0,0,0,4,5,0,0,0,0,0,9,0,9,C
Beauty kombucha,12.68498943,2.748414376,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,C
Energy Kombucha,14.79915433,2.748414376,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,C
Kombucha,28,5.2,0,0,0,0,0,4,4,0,0,0,0,0,8,0,8,C
Organic Mint Limeade Kombucha,80,15,0,0,34.61538462,0,0,10,10,0,0,0,0,0,20,0,20,E
Organic Watermelon Kombucha,12.685,3.1712,0,0,1.953125,0,0,1,3,0,0,0,0,0,4,0,4,C
Organic Strawberry Glow Kombucha,3.13,2.96,0,0,5.729166667,0,0,0,2,0,0,0,0,0,2,0,2,B
Organic Ginger-Lemon Kombucha,416.6666667,66.66666667,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
Organic Pomegranate Blueberry Kombucha,16.90140845,3.38028169,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,C
Organic Passion Fruit-Tangerine Kombucha,14.1,3.1,0,0,0,0,0,1,3,0,0,0,0,0,4,0,4,C
Citrus Immune Boost,500,100,0,0,36.22159091,0,0,10,10,0,0,0,0,0,20,0,20,E
Organic Ginger-Lemon Kombucha,14.70588235,2.941176471,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,C
Post workout recovery whey protien,376,0,0,1.785,0,0,82.71,10,0,0,10,0,0,5,20,5,15,D
Chocolate brownie post workout recovery protein powder,350,0,0,1.835,0,3.5,76.92,10,0,0,10,0,4,5,20,9,11,D
SST Energy Seltzer,6.25,0,0,2.34375,0,0,0,0,0,0,10,0,0,0,10,0,10,C
Soda mix,0,0,0,0.25,0,0,0,0,0,0,2,0,0,0,2,0,2,B
Peach Iced Tea Artificially Flavored Sparkling Drink Mix,50,0,0,0.381,0,0,0,7,0,0,4,0,0,0,11,0,11,D
Sparkling drink mix,350,80,0,0.375,0,0,0,10,10,0,4,0,0,0,24,0,24,E
"Drinkable Yogurt, Strawberry",87,15.46,0.72,0.10922,7.73,0,2.42,10,10,0,1,0,0,1,21,1,20,E
Drink,27,6.25,0,0.09652,0,0,0,4,5,0,1,0,0,0,10,0,10,C
Drinkable yogurt,92,9.66,0,0.1075,0,0,3.38,10,7,0,1,0,0,2,18,2,16,D
"Drinkable Yogurt, Peach",87,15.46,0.72,0.10922,7.73,0,2.42,10,10,0,1,0,0,1,21,1,20,E
"Drinkable Yogurt, Pina Colada",87,15.46,0.72,0.1075,0,0,2.42,10,10,0,1,0,0,1,21,1,20,E
Drinkable yogurt,87,15.46,0.72,0.1075,7.73,0,2.42,10,10,0,1,0,0,1,21,1,20,E
"Drinkable Yogurt, Prune",87,15.46,0.72,0.10922,0,0.5,2.42,10,10,0,1,0,0,1,21,1,20,E
Premium soda,11,2.82,0,0.025,0,0,0,1,2,0,0,0,0,0,3,0,3,C
Bucked up energy wild orchard,2.114164905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Protein infused water,96.55172414,0,0,0.129310345,0,0,24.13793103,10,0,0,1,0,0,5,11,5,6,C
"Peanut butter plant protein shake made with pumpkin seed, pea & peanut proteins, peanut butter",39,0.28,0,0.085,0,0.6,5.92,6,1,0,0,0,0,3,7,3,4,C
Sodamix diet cola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Black cherry cola syrup,315.7895,73.6842,0,0.131579,0,0,0,10,10,0,1,0,0,0,21,0,21,E
"Diet caffeine free cola drink mix, cola",0,0,0,0.4175,0,0,0,0,0,0,4,0,0,0,4,0,4,C
"Lemon soda, lemon",47,11.39,0,0.02,17.8475,0,0,7,8,0,0,0,0,0,15,0,15,D
Red maca capsules,100,25,0,0,0,0,25,10,10,0,0,0,0,5,20,5,15,D
Fairlife Strawberry  Protein,60.38647343,5.072463768,1.086956522,0.157004831,2.5,0,5.555555556,9,4,1,1,0,0,3,15,3,12,D
High Protein Milk Shake,54.1667,2.0833,0.625,0.15625,0,0,10,8,2,0,1,0,0,5,11,5,6,C
High protein milk shake,62,5.42,0.62,0.1,5.42,0,7.5,9,4,0,1,0,0,4,14,4,10,C
Elite chocolate protein drink,55.6,1.69,0.483,0.157,0,0.483,10.1,8,2,0,1,0,0,5,11,5,6,C
2% M.F. Chocolate Ultrafiltered Partly Skimmed Lactose Free Milk,60,4.8,1.2,0.28,0,0.4,5.6,9,4,1,3,0,0,3,17,3,14,D
3.25% M.F. Ultrafiltered Lactose Free Whole Milk,64,2.4,2,0.125,0,0,5.6,9,2,1,1,0,0,3,13,3,10,C
Core power Chocolate Protein Shake,41.1,1.21,0.725,0.157,0,0.483,6.28,6,1,0,1,0,0,3,8,3,5,C
Core Power High Protein Milk Shake Vanilla,41.1,1.21,0.725,0.157,0,0.242,6.28,6,1,0,1,0,0,3,8,3,5,C
Core power protein shakes banana ready to drink,41.06280193,1.690821256,0.724637681,0.169082126,22.91666667,0.2,6.280193237,6,2,0,1,0,0,3,9,3,6,C
Core Power Strawberry Banana Protein Milkshake,41.1,1.45,0.725,0.169,34.82142857,0.242,6.28,6,1,0,1,0,0,3,8,3,5,C
Fairlife Chocolate,44.1,0.588,0.441,0.169,0,0.294,8.82,7,1,0,1,0,0,5,9,5,4,C
Chocolate Nutrition Shake,44.1,0.588,0.441,0.169,0,0.294,8.82,7,1,0,1,0,0,5,9,5,4,C
Cherry limeade,2,0,0,0.19,0,0,0,0,0,0,2,0,0,0,2,0,2,B
Sport - Strawberry Lemonade,272.7272727,0,0,13.63636364,0,0,0,10,0,0,10,0,0,0,20,0,20,E
Watermelon lime,3.3827,2.537,0,0.02114175,8.10102983,0,0,0,2,0,0,0,0,0,2,0,2,B
Ginger Beer,40,10,0,0.02032,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"Stoli, fire spice, non - alcoholic premium mixer ginger beer, spicy cinnamon",40,10.48,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Non-alcoholic premium mixer ginger beer,39,10.11,0,0.0275,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"The Burgh, Diet Southern Sweet Tea",0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Burgh, Iced-Tea Lemonade",42,10.83,0,0.01,5.415,0,0,6,8,0,0,0,0,0,14,0,14,D
"The Burgh, Iced Tea Lemonade",42,10.83,0,0.01,5.415,0,0,6,8,0,0,0,0,0,14,0,14,D
"Calteryahn Dairy, Iced Tea, Lemon",33,7.92,0,0.015,0,0,0,5,6,0,0,0,0,0,11,0,11,D
"Calteryahn Dairy, Lite Iced Tea, Lemon",0,0.42,0,0.015,0,0,0,0,1,0,0,0,0,0,1,0,1,B
"Colteryahn Dairy, Lite Iced Tea, Peach Cooler",0,0.42,0,0.01,0,0,0,0,1,0,0,0,0,0,1,0,1,B
"Calteryahn, Lite Iced Tea, Raspberry Cooler",0,0.42,0,0.01016,0,0,0,0,1,0,0,0,0,0,1,0,1,B
Hibiscus Fusion Iced Tea,100,0,0,0,18.75,0,0,10,0,0,0,0,0,0,10,0,10,C
Teatulia Organic Iced Tea,0.281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Flat tummy weight management,309.5238095,0,2.380952381,0.892857143,0,14.28571429,50,10,0,2,9,0,5,5,21,10,11,D
Original Energy Drink,2.82,0,0,0.12,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Organic chia powder,500,0,0,0,0,33.3,25,10,0,0,0,0,5,5,10,10,0,B
Organic hemp powder,400,3.33,0,0,0,23.3,43.33,10,3,0,0,0,5,5,13,10,3,C
"Citrus tonic water, mexican limes, tangerine & bitter orange",33,7.92,0,0,0,0,0,5,6,0,0,0,0,0,11,0,11,D
Ginger Beer,41.74363149,9.044453489,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Ginger Beer,41.74493843,9.044736659,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Elderflower Tonic Water,25,7,0,0.025,0,0,0,4,5,0,0,0,0,0,9,0,9,C
Protein coconut water,42,1.82,0.76,0.22,51.5625,0.6,6.06,6,2,0,2,2,0,3,10,5,5,C
Protein coconut water,40,1.85,0,0.2625,55.55555556,0.6,6.15,6,2,0,2,2,0,3,10,5,5,C
Coconut water,17,2.5,0,0.0525,62.5,0,0,3,2,0,0,4,0,0,5,4,1,B
"Snap, Cold-Brew Coffee",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Snap, Iced Tea, Matcha Mint",0,0,0,0.0075,18.75,0,0,0,0,0,0,0,0,0,0,0,0,B
"Organic cold brew coffee concentrate, original",250,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,C
Cold Brew Coffee,8,0.84,0,0.005,0,0,0.42,1,1,0,0,0,0,0,2,0,2,B
"Cold brew coffee, salted caramel",38,5.06,0.42,0.17,0,0,1.69,6,4,0,1,0,0,1,11,1,10,C
Cold brew coffee,38,5.06,0.42,0.1275,0,0,1.69,6,4,0,1,0,0,1,11,1,10,C
"Kohana, Cold Brew Coffee - Latte",42,5.06,0.42,0.08,0,0,2.11,6,4,0,0,0,0,1,10,1,9,C
Iced coffee milk,71,9.58,1.25,0.125,0,0,3.33,10,7,1,1,0,0,2,19,2,17,D
"Organic cold brew coffee concentrate, french roast",250,0,0,0,0,0,50,10,0,0,0,0,0,5,10,5,5,C
Cold Brew Coffee RTD-Volcanic Black,2,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Cold Brew Coffee Concentrate-House Blend,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,B
Cold Brew Coffee Concentrate-French Vanilla,17,0,0,0,0,1.7,1.67,3,0,0,0,0,2,1,3,3,0,B
Aloe juice,0,0,0,15,0,0,0,0,0,0,10,0,0,0,10,0,10,C
"A' siciliana, sicily soda, lemon",48,12,0,0,5.357142857,0,0,7,9,0,0,0,0,0,16,0,16,D
"A' siciliana, sicily blood orange soda",50,12.5,0,0,6.25,0,0,7,9,0,0,0,0,0,16,0,16,D
Pineapple coconut tropical tremor,17,3.75,0,0.0625,0,0,0,3,3,0,0,0,0,0,6,0,6,C
"Jolly rancher, flavored soda, strawberry",46,10.83,0,0.025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Soda,50,11.67,0,0.025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
